priority_score,source_id,source_name,filename,page,year,region,country,metric,value,unit,scenario,quote,note,confidence,candidate_id,promote,reviewer,review_note,corrected_year,corrected_region,corrected_country,corrected_metric,corrected_value,corrected_unit,corrected_scenario,corrected_confidence
85,energyandai,Energy and AI,EnergyandAI.pdf,40,2023,global,,data_center_electricity_demand_twh,20.0,TWh,high,"tt hours (TWh) of electricity per year (Greenpeace, 2023), equivalent to around 1% of global industrial electricity demand. However, the impact is much higher in certain geographies: for example, TSMC consumed more than 20 TWh in 2023, which accounted for almost 10% of electricity consumption in Chinese Taipei. Most semiconductors are used for other purposes, but data centres and especially AI are expected to be the key drivers of semiconduct",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,energyandai_40_2023_global_data_center_electricity_demand_twh_20_6994fe3908,,,,,,,,,,,
80,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,28,2025,global,,total_electricity_demand_twh,800.0,TWh,historical,"d growth. The turning point came after 2015. Between 2015 and 2019, fossil fuels met just 36% of the increase in demand. This fell further to 29% during 2020-2024, despite average annual demand growth increasing to over 800 TWh. In 2025, fossil fuel growth ceased entirely. Clean sources met all the growth in electricity demand, with solar alone providing three-quarters (75%) of the rise, a complete reversal of the fossil-dominated growth patte",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_28_2025_global_total_electricity__575c5c2030,,,,,,,,,,,
75,worldenergyoutlook2025,World Energy,WorldEnergyOutlook2025.pdf,89,2024,global,,electricity_generation_twh,700.0,TWh,historical,"ectricity demand, which was nearly twice the long-term average. Over half of this surge in 2024 was in the buildings sector. The record increase in electricity generation from wind and solar PV in 2024, totalling nearly 700 TWh, was enough to meet 60% of the growth in electricity demand. Other renewables also expanded output well above recent trends. Nuclear power demonstrated a strong increase as a result of reactor restarts in advanced econo",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,worldenergyoutlook2025_89_2024_global_electricity_generation_twh_08e93fa09b,,,,,,,,,,,
75,globalenergyreview2025,Global Energy,GlobalEnergyReview2025.pdf,21,2024,global,,electricity_generation_twh,770.0,TWh,base,"2024. EU coal power generation fell 15% in 2024 and total coal demand fell by over 10% or 21 Mtce. In 2024, global coal-based electricity generation grew by 90 TWh, while generation from wind, solar PV and nuclear grew 770 TWh. We estimate that without the increase in output from these three technologies in 2024, the increase of global coal demand would have been nearly two times higher. Electricity Electricity demand growth surged in 2024 Gl",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,globalenergyreview2025_21_2024_global_electricity_generation_twh_3a7bbe2108,,,,,,,,,,,
75,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,54,2024,global,,total_electricity_demand_twh,631.0,TWh,low,"growth in 2025, for the tenth year running, adding 503 TWh (+5.0%). This accounted for 59% of the global net increase in electricity demand (+849 TWh). However, it marked a slowdown from China’s growth in 2024 (+6.7%, +631 TWh). This deceleration of China’s electricity demand was caused by reduced temperature-related changes and slower expansion in the industrial sector, where demand growth slowed from 5.1% in 2024 to 3.7% in 2025. Still, Chi",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_54_2024_global_total_electricity__b5508cddbe,,,,,,,,,,,
75,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,54,2024,global,,total_electricity_demand_twh,849.0,TWh,low,"0, though regional impacts will differ significantly. China led global demand growth in 2025, for the tenth year running, adding 503 TWh (+5.0%). This accounted for 59% of the global net increase in electricity demand (+849 TWh). However, it marked a slowdown from China’s growth in 2024 (+6.7%, +631 TWh). This deceleration of China’s electricity demand was caused by reduced temperature-related changes and slower expansion in the industrial sec",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_54_2024_global_total_electricity__3f91b0162b,,,,,,,,,,,
75,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,14,2025,global,,electricity_generation_twh,636.0,TWh,high,as rising data centre demand are driving higher electricity needs (see more analysis on factors affecting demand growth in 2025 in Chapter 3). 1.2 Record solar power growth in 2025 The record increase in solar power of 636 TWh was 33% higher than the previous record set in 2024 (+479 TWh) and four times larger than the increase five years ago in 2020 (+155 TWh). Solar generation growth in 2025 represents the largest annual increase of any ind,Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_14_2025_global_electricity_genera_8833f294e8,,,,,,,,,,,
75,energyandai,Energy and AI,EnergyandAI.pdf,14,2035,global,,electricity_generation_twh,450.0,TWh,estimate,"range of sources are poised to contribute. Half of the global growth in data centre demand is met by renewables, supported by storage and the broader electricity grid. Renewables generation is projected to grow by over 450 TWh to meet data centre demand to 2035, building on short lead times, economic competitiveness and the procurement strategies of tech companies. Dispatchable sources, led by natural gas, also have a crucial role to play, wi",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,energyandai_14_2035_global_electricity_generation_twh_450_0_twh__8a711c6360,,,,,,,,,,,
73,worldenergyoutlook2025,World Energy,WorldEnergyOutlook2025.pdf,138,2035,,China,data_center_electricity_demand_twh,200.0,TWh,estimate,"have tempered the increase in electricity demand in advanced economies over the past decade. Yet, new sources of demand such as EVs, AI and data centres mean that demand in advanced economies rises in the CPS by around 200 TWh in aggregate each year to 2035. Electricity demand in emerging market and developing economies increases by much more, surging by around 750 TWh each year to 2035. It increases by 50% between 2024 and 2035 in China, whe",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,worldenergyoutlook2025_138_2035_china_data_center_electricity_de_ed053f64a1,,,,,,,,,,,
73,energyandai,Energy and AI,EnergyandAI.pdf,87,2030,global,,electricity_generation_twh,130.0,TWh,estimate,"4%, as well as nuclear and coal power with shares of around 20% and 15%, respectively. As demand growth is particularly rapid over the next five years, natural gas is the largest source of additional supply, adding over 130 TWh of annual generation until 2030. Utilities are revising their integrated resource plans, with the construction of additional gas-fired power plants planned across the country, some of them to support the increase in dat",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,energyandai_87_2030_global_electricity_generation_twh_130_0_twh__2181d3d4a6,,,,,,,,,,,
70,worldenergyoutlook2025,World Energy,WorldEnergyOutlook2025.pdf,54,2035,global,,total_electricity_demand_twh,400.0,TWh,low,"through to 2035, nearly 400 TWh. In the CPS, renewables also provide the largest share of incremental supply, although at around 40% it is slightly lower than in the STEPS. Natural gas also plays a key role to meet electricity demand growth from data",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,worldenergyoutlook2025_54_2035_global_total_electricity_demand_t_ebe3764b1a,,,,,,,,,,,
70,worldenergyoutlook2025,World Energy,WorldEnergyOutlook2025.pdf,195,2035,global,,total_electricity_demand_twh,400.0,TWh,low,"city use remains a major driver, accounting for roughly 30% of the growth, closely followed by rising demand from appliances and cooling. In addition, the scaling-up of hydrogen production via electrolysis 4 adds around 400 TWh to the total by 2035, equal to around 1.5% of current global electricity demand. This scaling-up is driven by various policy instruments: such as grants and quotas in the European Union; auctions in India, Japan and Kor",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,worldenergyoutlook2025_195_2035_global_total_electricity_demand__a762c0116e,,,,,,,,,,,
70,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,63,2018,global,,electricity_generation_twh,1268.0,TWh,high,"high of 2,715 TWh in 2025, up 205 TWh (+8.2%) from 2024. The increase was the second- largest of any source of electricity in 2025, behind only solar. Wind generation has roughly doubled in the past seven years, up from 1,268 TWh in 2018. Global wind capacity additions reached a record 167 GW in 2025. However, this growth remained concentrated in the top four markets: China, India, the United States and Germany. Together, these markets accounted",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_63_2018_global_electricity_genera_06e03a62c5,,,,,,,,,,,
68,worldenergyoutlook2025,World Energy,WorldEnergyOutlook2025.pdf,398,2024,,Japan,data_center_power_demand_gw,5.0,GW,estimate,"otal. One cause of demand growth in both scenarios is a rapid increase in electricity demand to serve data centres. Their electricity demand in Japan and Korea today is a little over 20 TWh and is supported by just over 5 GW of installed capacity. In the near term, electricity demand for data centres is projected to nearly double in both scenarios, contributing to about 20% of growth in electricity demand between 2024 and 2030. 398 Internat",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,worldenergyoutlook2025_398_2024_japan_data_center_power_demand_g_69ae58490e,,,,,,,,,,,
65,worldenergyoutlook2025,World Energy,WorldEnergyOutlook2025.pdf,54,2035,global,,electricity_generation_twh,285.0,TWh,estimate,"city demand growth from data centres, particularly in certain markets such as the United States and the Middle East. Global natural gas-fired generation for data centres increases by 220 TWh to 2035 in the STEPS, and by 285 TWh in the CPS. However, the surge in orders for new gas turbines over the past two years has strained supply chains, increasing both wait times and delivery costs. Nuclear power is experiencing renewed policy support in ma",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,worldenergyoutlook2025_54_2035_global_electricity_generation_twh_5bbca770fd,,,,,,,,,,,
65,worldenergyoutlook2025,World Energy,WorldEnergyOutlook2025.pdf,398,2024,global,,electricity_generation_twh,1660.0,TWh,low,"e new nuclear projects may slow. Its overall focus may increasingly shift toward renewables and next-generation technologies. Reflecting these strategies and policies, electricity demand in the region increases to about 1 660 TWh in the STEPS and to just over 1 670 TWh in the CPS by 2040 from around 1 460 TWh in 2024. In the STEPS, the transport sector is responsible for over 35% of electricity demand growth. In the CPS, demand growth is led by",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,worldenergyoutlook2025_398_2024_global_electricity_generation_tw_53b19e1385,,,,,,,,,,,
65,worldenergyoutlook2025,World Energy,WorldEnergyOutlook2025.pdf,398,2024,global,,electricity_generation_twh,1670.0,TWh,historical,"rall focus may increasingly shift toward renewables and next-generation technologies. Reflecting these strategies and policies, electricity demand in the region increases to about 1 660 TWh in the STEPS and to just over 1 670 TWh in the CPS by 2040 from around 1 460 TWh in 2024. In the STEPS, the transport sector is responsible for over 35% of electricity demand growth. In the CPS, demand growth is led by the buildings sector, which accounts for",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,worldenergyoutlook2025_398_2024_global_electricity_generation_tw_3ae0b120b7,,,,,,,,,,,
65,worldenergyoutlook2025,World Energy,WorldEnergyOutlook2025.pdf,398,2024,global,,electricity_generation_twh,1460.0,TWh,historical,"renewables and next-generation technologies. Reflecting these strategies and policies, electricity demand in the region increases to about 1 660 TWh in the STEPS and to just over 1 670 TWh in the CPS by 2040 from around 1 460 TWh in 2024. In the STEPS, the transport sector is responsible for over 35% of electricity demand growth. In the CPS, demand growth is led by the buildings sector, which accounts for almost 50% of the total. One cause of de",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,worldenergyoutlook2025_398_2024_global_electricity_generation_tw_00699afa0b,,,,,,,,,,,
65,worldenergyoutlook2025,World Energy,WorldEnergyOutlook2025.pdf,384,2024,global,,total_electricity_demand_twh,166.0,TWh,estimate,") in the summer. As temperatures rise further, cooling degree days – a measure of cooling needs - are projected to increase by 10% by 2035. Electricity demand for space cooling nearly doubled between 2010 and 2024, from 166 TWh to over 300 TWh today: cooling now accounts for about a quarter of overall electricity demand in the region. Electricity consumption patterns are strongly influenced by the weather, especially in the summer season. When",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,worldenergyoutlook2025_384_2024_global_total_electricity_demand__e0516af007,,,,,,,,,,,
65,worldenergyoutlook2025,World Energy,WorldEnergyOutlook2025.pdf,384,2024,global,,total_electricity_demand_twh,300.0,TWh,estimate,"As temperatures rise further, cooling degree days – a measure of cooling needs - are projected to increase by 10% by 2035. Electricity demand for space cooling nearly doubled between 2010 and 2024, from 166 TWh to over 300 TWh today: cooling now accounts for about a quarter of overall electricity demand in the region. Electricity consumption patterns are strongly influenced by the weather, especially in the summer season. When temperatures ar",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,worldenergyoutlook2025_384_2024_global_total_electricity_demand__b01d0d1d91,,,,,,,,,,,
65,worldenergyoutlook2025,World Energy,WorldEnergyOutlook2025.pdf,366,2035,,United States,electricity_generation_twh,70.0,TWh,estimate,"supply, particularly after 2030, when several hyper-scalers are expected to commission small modular reactors to provide power direct to new data centres. As a result, nuclear generation for data centres rises by about 70 TWh by 2035. US technology companies already have plans to finance more than 25 gigawatts of small modular reactors, although most of this capacity is not expected to materialise until after 2035. By 2035, natural gas is an",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,worldenergyoutlook2025_366_2035_united_states_electricity_genera_d2a36ac70c,,,,,,,,,,,
65,worldenergyoutlook2025,World Energy,WorldEnergyOutlook2025.pdf,366,2035,,United States,electricity_generation_twh,70.0,TWh,estimate,"y, particularly after 2030, | when several hyper-scalers are expected to commission small modular reactors to | provide power direct to new data centres. As a result, nuclear generation for data centres | rises by about 70 TWh by 2035. US technology companies already have plans to finance | more than 25 gigawatts of small modular reactors, although most of this capacity is not | expected to materialise until after 2035. | By 2035, natural gas",Extracted from table; review source page before publication. Review reason: scenario_or_range_value,medium,worldenergyoutlook2025_366_2035_united_states_electricity_genera_4139ad34d3,,,,,,,,,,,
65,worldenergyoutlook2025,World Energy,WorldEnergyOutlook2025.pdf,366,2035,global,,electricity_generation_twh,260.0,TWh,estimate,"upply data centres more than triples from around | 200 terawatt-hours (TWh) today to 640 TWh by 2035 (Figure 8.7). Natural gas-fired | generation increases the most of any source to meet new data centre demand, rising | 260 TWh to 2035, much of it before 2030. This increase reflects continued growth for | natural gas and is largely achieved by operating existing, grid-connected gas-fired power | plants more often. Some developers also plan to",Extracted from table; review source page before publication. Review reason: scenario_or_range_value,medium,worldenergyoutlook2025_366_2035_global_electricity_generation_tw_44fe99013e,,,,,,,,,,,
65,worldenergyoutlook2025,World Energy,WorldEnergyOutlook2025.pdf,366,2025,,United States,electricity_generation_twh,70.0,TWh,base,"the United States, followed by renewables and nuclear, around 20% each, and coal at 7%. These projections differ from those in the base case in the April 2025 Energy and AI report on the level of demand: they add nearly 70 TWh of additional annual electricity generation dedicated to data centres by 2035. They also differ on how demand will be met: the supply mix in our revised analysis shows a significant upward revision for natural gas and a",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,worldenergyoutlook2025_366_2025_united_states_electricity_genera_a19dbb9790,,,,,,,,,,,
65,worldenergyoutlook2025,World Energy,WorldEnergyOutlook2025.pdf,366,2025,global,,electricity_generation_twh,70.0,TWh,base,"ited States, followed by renewables and nuclear, around 20% each, and | coal at 7%. | These projections differ from those in the base case in the April 2025 Energy and AI report | on the level of demand: they add nearly 70 TWh of additional annual electricity | generation dedicated to data centres by 2035. They also differ on how demand will be | met: the supply mix in our revised analysis shows a significant upward revision for natural | gas",Extracted from table; review source page before publication. Review reason: scenario_or_range_value,medium,worldenergyoutlook2025_366_2025_global_electricity_generation_tw_3b9a791a93,,,,,,,,,,,
65,worldenergyoutlook2025,World Energy,WorldEnergyOutlook2025.pdf,194,2024,global,,total_electricity_demand_twh,5000.0,TWh,historical,"by 2035 in the STEPS. China alone is responsible for 40% of this growth, maintaining its position as the world’s largest electricity consumer. India also sees demand rise rapidly, with electricity demand reaching around 5 000 TWh by 2050 on the back of sustained growth of over 4% per year between 2024 and 2050 in the STEPS. Figure 4.19 Electricity demand by end-use, 2024-2050, and demand growth by end-use in the STEPS to 2035 ⊳ Electricity deman",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,worldenergyoutlook2025_194_2024_global_total_electricity_demand__32e6d9e011,,,,,,,,,,,
65,globalenergyreview2025,Global Energy,GlobalEnergyReview2025.pdf,26,2024,global,,electricity_generation_twh,480.0,TWh,historical,"0% 0% 2003-2007 2007-2011 2011-2015 2015-2019 2019-2023 2024 IEA. CC BY 4.0. In 2024, renewables alone made up almost three-quarters of the overall increase in power generation. Solar PV led the way, increasing by about 480 TWh – the most of any source and far exceeding the previous year. Global generation from solar PV has been doubling approximately every three years since 2016, and it did so again between 2021 and 2024. Wind expanded by abo",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,globalenergyreview2025_26_2024_global_electricity_generation_twh_bcde1b575c,,,,,,,,,,,
65,globalenergyreview2025,Global Energy,GlobalEnergyReview2025.pdf,26,2024,global,,electricity_generation_twh,180.0,TWh,base,"the most of any source and far exceeding the previous year. Global generation from solar PV has been doubling approximately every three years since 2016, and it did so again between 2021 and 2024. Wind expanded by about 180 TWh in 2024 as new projects were brought online. However, the annual growth rate of 8% was the lowest in the last two decades due to a high base, as well as permitting and licensing challenges in several regions. Hydropower",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,globalenergyreview2025_26_2024_global_electricity_generation_twh_a28859c06b,,,,,,,,,,,
65,globalenergyreview2025,Global Energy,GlobalEnergyReview2025.pdf,26,2024,global,,electricity_generation_twh,190.0,TWh,base,"brought online. However, the annual growth rate of 8% was the lowest in the last two decades due to a high base, as well as permitting and licensing challenges in several regions. Hydropower generation also increased by 190 TWh in 2024, mainly due to wet weather in several major markets. Nuclear power output increased by nearly 4%, boosted by new projects and restarted operations at several reactors in France and Japan. Annual change in global",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,globalenergyreview2025_26_2024_global_electricity_generation_twh_9294e09960,,,,,,,,,,,
65,globalenergyreview2025,Global Energy,GlobalEnergyReview2025.pdf,25,2024,global,,electricity_generation_twh,1200.0,TWh,historical,"are typically used for space heating) increased on an annual basis. Electricity generation Clean energy accounted for over 80% of total growth in electricity generation in 2024 Global electricity generation grew by over 1 200 TWh in 2024. Mirroring the rise in electricity demand, this annual increase of 4% represents a significant acceleration from the average growth rate of 2.6% seen between 2010 and 2023. Rising generation from renewables and",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,globalenergyreview2025_25_2024_global_electricity_generation_twh_e6d4de4534,,,,,,,,,,,
65,globalenergyreview2025,Global Energy,GlobalEnergyReview2025.pdf,22,2024,global,,total_electricity_demand_twh,600.0,TWh,high,"by over 7% in 2024, compared with about 4% in 2023. The buildings sector drove higher electricity demand in 2024, growing four times faster than in 2023 Global electricity consumption in buildings increased by more than 600 TWh (5%) in 2024, accounting for nearly 60% of total growth in electricity consumption. Key drivers included rising demand for air conditioning, which was bolstered by severe heatwaves in countries such as China and India,",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,globalenergyreview2025_22_2024_global_total_electricity_demand_t_ab9c523385,,,,,,,,,,,
65,globalenergyreview2025,Global Energy,GlobalEnergyReview2025.pdf,19,2024,global,,total_electricity_demand_twh,550.0,TWh,high,"obal coal market trends is unparalleled by any country for any type of fuel, with China’s share of global coal consumption now standing at 58%. In 2024, electricity demand in China was very strong, rising by 7% (or over 550 TWh). Despite huge solar PV and wind capacity additions in recent years – as well as a recovery in hydropower output in the first half of the year due to higher rainfall, plus increases in nuclear, biomass and gas power gen",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,globalenergyreview2025_19_2024_global_total_electricity_demand_t_c63def2221,,,,,,,,,,,
65,globalenergyreview2025,Global Energy,GlobalEnergyReview2025.pdf,19,2024,global,,electricity_generation_twh,10700.0,TWh,low,"llowing the end of Covid-19 lockdowns in many countries. The electricity sector continues to drive coal demand, accounting for two-thirds of global consumption. In 2024, global coal power generation grew by nearly 1% to 10 700 TWh, a new high. A key driver was record temperatures, which pushed up electricity demand for cooling (especially with intense heatwaves in China and India). The estimated effect of higher temperatures on coal demand in 202",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,globalenergyreview2025_19_2024_global_electricity_generation_twh_807c714fe3,,,,,,,,,,,
65,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,99,2024,global,,electricity_generation_twh,2.9,TWh,low,"s clean generation declined by 9 TWh (-2%) in 2025, driven by a fall in hydro generation (-11 TWh; -5%), following hydro growth in both 2023 and 2024 when conditions were more favourable. Nuclear generation increased by 2.9 TWh (+1.4%) after a small decline in 2024 (-1.7 TWh). Solar and wind remain minimally developed in Russia and play a very small role in electricity generation. The last renewables auction was held in 2021. In 2025, neither",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_99_2024_global_electricity_genera_9f0f8c961e,,,,,,,,,,,
65,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,99,2024,global,,electricity_generation_twh,1.7,TWh,low,"25, driven by a fall in hydro generation (-11 TWh; -5%), following hydro growth in both 2023 and 2024 when conditions were more favourable. Nuclear generation increased by 2.9 TWh (+1.4%) after a small decline in 2024 (-1.7 TWh). Solar and wind remain minimally developed in Russia and play a very small role in electricity generation. The last renewables auction was held in 2021. In 2025, neither wind nor solar generation increased. Russia’s 1.",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_99_2024_global_electricity_genera_21e89fdee3,,,,,,,,,,,
65,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,96,2024,global,,total_electricity_demand_twh,1e-06,TWh,low,"gCO2e/kWh in 2024. This remains higher than the Asian average of 544 gCO2e/ kWh and the global average of 458 gCO2e/kWh, owing to the relatively high share of coal in the mix. Per capita electricity demand in India was 1.4 MWh, significantly below the average in Asia (3.8 MWh) and the world (3.9 MWh). 96",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_96_2024_global_total_electricity__59939783bb,,,,,,,,,,,
65,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,91,2024,global,,total_electricity_demand_twh,8e-06,TWh,low,", broadly unchanged from 2024 (211 gCO2e/kWh) and less than half the global average (458 gCO2e/kWh). Per capita electricity demand in the EU was 6.2 MWh, less than half that of the US (13.1 MWh), slightly below China’s (7.5 MWh), but still 60% above the global average of 3.9 MWh. 91",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_91_2024_global_total_electricity__8bc25c7e79,,,,,,,,,,,
65,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,91,2024,global,,total_electricity_demand_twh,1.3e-05,TWh,low,"in the EU was 210 gCO2e/kWh in 2025, broadly unchanged from 2024 (211 gCO2e/kWh) and less than half the global average (458 gCO2e/kWh). Per capita electricity demand in the EU was 6.2 MWh, less than half that of the US (13.1 MWh), slightly below China’s (7.5 MWh), but still 60% above the global average of 3.9 MWh. 91",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_91_2024_global_total_electricity__6661c8979f,,,,,,,,,,,
65,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,91,2024,global,,electricity_generation_twh,6e-06,TWh,low,"bon intensity of electricity generation in the EU was 210 gCO2e/kWh in 2025, broadly unchanged from 2024 (211 gCO2e/kWh) and less than half the global average (458 gCO2e/kWh). Per capita electricity demand in the EU was 6.2 MWh, less than half that of the US (13.1 MWh), slightly below China’s (7.5 MWh), but still 60% above the global average of 3.9 MWh. 91",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_91_2024_global_electricity_genera_affe615b0c,,,,,,,,,,,
65,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,9,2024,global,,electricity_generation_twh,550.0,TWh,high,"Wh to reach 2,778 TWh in 2025, a 30% increase from 2024. This new solar generation would be sufficient to displace gas-fired electricity equivalent to all LNG exports through the Strait of Hormuz last year, estimated at 550 TWh. Despite the much larger absolute additions, this was the highest percentage growth solar has recorded in eight years, continuing its exponential rise. Solar has been doubling roughly every three years, rising from 1,33",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_9_2024_global_electricity_generat_dcf14f3dcd,,,,,,,,,,,
65,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,81,2024,global,,electricity_generation_twh,14.0,TWh,historical,"of China's electricity mix in 2025. China’s fossil generation declined by 56 TWh (-0.9%) in 2025. This was the first year since 2015 without an increase. Coal declined by 71 TWh (-1.2%), which was partially offset by a 14 TWh (+4.3%) increase in gas generation compared with 2024. China's electricity demand reached 10,573 TWh in 2025, accounting for a third of global electricity demand. Over the past decade, China’s electricity demand has nea",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_81_2024_global_electricity_genera_891352b4f6,,,,,,,,,,,
65,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,73,2024,global,,electricity_generation_twh,4437.0,TWh,low,"Global hydropower generation was essentially unchanged in 2025, with a very small increase of 3 TWh (+0.1%) from 2024, which pushed it to a record global output of 4,437 TWh. However, hydro generation growth did not keep pace with rising electricity demand in 2025, resulting in its share of global electricity generation falling to an all-time low of 14%. Since 2010, global hydropower capaci",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_73_2024_global_electricity_genera_0a14652d85,,,,,,,,,,,
65,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,59,2024,global,,electricity_generation_twh,479.0,TWh,high,"e electricity that could be generated from all LNG exports through the Strait of Hormuz that year (81 million tonnes, or around 550 TWh of gas-fired electricity). The solar increase in 2025 was 33% higher than in 2024 (+479 TWh) and almost double that of 2023 (+331 TWh). Solar’s growth of 636 TWh was more than three times as large as wind’s, the next largest increase in 2025, at 205 TWh. Solar generation growth in 2025 was nearly 18 times that",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_59_2024_global_electricity_genera_3eba258294,,,,,,,,,,,
65,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,54,2024,,United States,total_electricity_demand_twh,49.0,TWh,low,"tor, where demand growth slowed from 5.1% in 2024 to 3.7% in 2025. Still, China’s electricity demand rise was nearly four times larger than that of the United States (+131 TWh, +3.0%) and ten times larger than India’s (+49 TWh, +2.4%). In the United States, electricity demand growth remained at similarly high levels as in 2024. Lower demand from cooling systems during a milder summer was more than offset by a spike in heating demand during co",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_54_2024_united_states_total_elect_9e1044ae31,,,,,,,,,,,
65,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,14,2024,global,,total_electricity_demand_twh,43.0,TWh,low,"h (+0.1%). Hydro output increased most in China (+45 TWh), while strong monsoon rainfall improved output in India (+21 TWh). This was balanced out by large declines in Brazil (-25 TWh), Türkiye (-17 TWh) and in the EU (-43 TWh), where alpine regions of Italy, France and Switzerland were particularly affected by lower precipitation following good hydro conditions in 2024. Electricity demand grew in line with the recent average Global electrici",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_14_2024_global_total_electricity__39209b2ed6,,,,,,,,,,,
65,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,13,2024,,United States,electricity_generation_twh,205.0,TWh,low,"49 TWh (+2.8%). China (+336 TWh) contributed more than half of the increase in solar generation, with the US (+85 TWh) and EU (+60 TWh) also adding substantial solar output. Wind saw the second-largest increase, growing 205 TWh (+8.2%). This was similar to growth in 2024 (+190 TWh, +8.2%). Although below the record increase of 265 TWh in 2021, it was still equivalent to more than Poland’s total electricity demand. As with solar, China also mad",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_13_2024_united_states_electricity_cfd622c170,,,,,,,,,,,
65,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,13,2024,,United States,electricity_generation_twh,85.0,TWh,low,"nual electricity demand of the United Kingdom. Solar alone met 75% of the increase in electricity demand of 849 TWh (+2.8%). China (+336 TWh) contributed more than half of the increase in solar generation, with the US (+85 TWh) and EU (+60 TWh) also adding substantial solar output. Wind saw the second-largest increase, growing 205 TWh (+8.2%). This was similar to growth in 2024 (+190 TWh, +8.2%). Although below the record increase of 265 TWh",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_13_2024_united_states_electricity_4dd75f899a,,,,,,,,,,,
