source_id,source_name,filename,page,year,region,country,metric,value,unit,scenario,quote,note,confidence
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,9,2015,global,,electricity_generation_twh,256.0,TWh,historical,"ht years, continuing its exponential rise. Solar has been doubling roughly every three years, rising from 1,333 TWh in 2022. It has grown more than tenfold in the decade since 2015, when global solar generation was just 256 TWh. Solar overtook wind power for the first time globally in 2025 and drew close to nuclear power. Both solar and wind are expected to overtake nuclear in 2026. 9",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,10,2015,global,,electricity_generation_twh,56.0,TWh,low,"toric reversal in fossil trends in China and India, the largest and third-largest fossil power countries globally. 2025 was the first year this century when fossil generation fell in both countries. In China, it fell by 56 TWh (-0.9%), marking the first decline since 2015. Record clean power additions, predominantly from solar, pushed growth in low-carbon sources above demand growth. In India, a record increase in both solar and wind generati",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,10,2025,global,,electricity_generation_twh,10476.0,TWh,low,"creases following the economic rebound from the Covid-19 pandemic. Renewables overtake coal for the first time in modern era 04 For the first time in 100 years, renewables (33.8%, 10,730 TWh) overtook coal power (33.0%, 10,476 TWh) in the global electricity mix as continued rapid growth in solar and wind pushed the share of renewables above a third of global generation. Coal power dropped 63 TWh (-0.6%) in 2025, marking the first fall since the C",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,10,2025,global,,electricity_generation_twh,63.0,TWh,low,"(33.8%, 10,730 TWh) overtook coal power (33.0%, 10,476 TWh) in the global electricity mix as continued rapid growth in solar and wind pushed the share of renewables above a third of global generation. Coal power dropped 63 TWh (-0.6%) in 2025, marking the first fall since the Covid-19 pandemic in 2020. Combined with continued electricity demand growth, this meant coal fell below a third of global generation for the first time in history. The",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,13,2025,global,,electricity_generation_twh,636.0,TWh,historical,"Solar met three-quarters of global electricity demand growth as fossil fuels stagnated In 2025, solar generation increased by a record 636 TWh (+30%), double the total annual electricity demand of the United Kingdom. Solar alone met 75% of the increase in electricity demand of 849 TWh (+2.8%). China (+336 TWh) contributed more than half of the increase in sola",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,13,2025,,United States,electricity_generation_twh,849.0,TWh,historical,"th as fossil fuels stagnated In 2025, solar generation increased by a record 636 TWh (+30%), double the total annual electricity demand of the United Kingdom. Solar alone met 75% of the increase in electricity demand of 849 TWh (+2.8%). China (+336 TWh) contributed more than half of the increase in solar generation, with the US (+85 TWh) and EU (+60 TWh) also adding substantial solar output. Wind saw the second-largest increase, growing 205 TW",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,13,2025,,United States,electricity_generation_twh,336.0,TWh,historical,"ted In 2025, solar generation increased by a record 636 TWh (+30%), double the total annual electricity demand of the United Kingdom. Solar alone met 75% of the increase in electricity demand of 849 TWh (+2.8%). China (+336 TWh) contributed more than half of the increase in solar generation, with the US (+85 TWh) and EU (+60 TWh) also adding substantial solar output. Wind saw the second-largest increase, growing 205 TWh (+8.2%). This was simil",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,13,2024,,United States,electricity_generation_twh,85.0,TWh,low,"nual electricity demand of the United Kingdom. Solar alone met 75% of the increase in electricity demand of 849 TWh (+2.8%). China (+336 TWh) contributed more than half of the increase in solar generation, with the US (+85 TWh) and EU (+60 TWh) also adding substantial solar output. Wind saw the second-largest increase, growing 205 TWh (+8.2%). This was similar to growth in 2024 (+190 TWh, +8.2%). Although below the record increase of 265 TWh",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,13,2024,,United States,electricity_generation_twh,60.0,TWh,low,"demand of the United Kingdom. Solar alone met 75% of the increase in electricity demand of 849 TWh (+2.8%). China (+336 TWh) contributed more than half of the increase in solar generation, with the US (+85 TWh) and EU (+60 TWh) also adding substantial solar output. Wind saw the second-largest increase, growing 205 TWh (+8.2%). This was similar to growth in 2024 (+190 TWh, +8.2%). Although below the record increase of 265 TWh in 2021, it was s",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,13,2024,,United States,electricity_generation_twh,205.0,TWh,low,"49 TWh (+2.8%). China (+336 TWh) contributed more than half of the increase in solar generation, with the US (+85 TWh) and EU (+60 TWh) also adding substantial solar output. Wind saw the second-largest increase, growing 205 TWh (+8.2%). This was similar to growth in 2024 (+190 TWh, +8.2%). Although below the record increase of 265 TWh in 2021, it was still equivalent to more than Poland’s total electricity demand. As with solar, China also mad",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,13,2024,global,,electricity_generation_twh,190.0,TWh,low,"half of the increase in solar generation, with the US (+85 TWh) and EU (+60 TWh) also adding substantial solar output. Wind saw the second-largest increase, growing 205 TWh (+8.2%). This was similar to growth in 2024 (+190 TWh, +8.2%). Although below the record increase of 265 TWh in 2021, it was still equivalent to more than Poland’s total electricity demand. As with solar, China also made up the majority of the global rise in wind, with an",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,13,2021,global,,total_electricity_demand_twh,265.0,TWh,low,"(+85 TWh) and EU (+60 TWh) also adding substantial solar output. Wind saw the second-largest increase, growing 205 TWh (+8.2%). This was similar to growth in 2024 (+190 TWh, +8.2%). Although below the record increase of 265 TWh in 2021, it was still equivalent to more than Poland’s total electricity demand. As with solar, China also made up the majority of the global rise in wind, with an increase of 138 TWh (+14%), ahead of India at 22 TWh (+",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,13,2021,global,,total_electricity_demand_twh,138.0,TWh,low,"though below the record increase of 265 TWh in 2021, it was still equivalent to more than Poland’s total electricity demand. As with solar, China also made up the majority of the global rise in wind, with an increase of 138 TWh (+14%), ahead of India at 22 TWh (+28%). Combined, wind and solar grew by 841 TWh, meeting 99% of global electricity demand growth. With nuclear and other low-carbon sources increasing by an additional 46 TWh, all clean",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,13,2021,global,,total_electricity_demand_twh,22.0,TWh,low,"f 265 TWh in 2021, it was still equivalent to more than Poland’s total electricity demand. As with solar, China also made up the majority of the global rise in wind, with an increase of 138 TWh (+14%), ahead of India at 22 TWh (+28%). Combined, wind and solar grew by 841 TWh, meeting 99% of global electricity demand growth. With nuclear and other low-carbon sources increasing by an additional 46 TWh, all clean power sources together exceeded",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,14,2024,,China,total_electricity_demand_twh,25.0,TWh,low,"emained similar to 2024, increasing by 3 TWh (+0.1%). Hydro output increased most in China (+45 TWh), while strong monsoon rainfall improved output in India (+21 TWh). This was balanced out by large declines in Brazil (-25 TWh), Türkiye (-17 TWh) and in the EU (-43 TWh), where alpine regions of Italy, France and Switzerland were particularly affected by lower precipitation following good hydro conditions in 2024. Electricity demand grew in li",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,14,2024,,China,total_electricity_demand_twh,17.0,TWh,low,"2024, increasing by 3 TWh (+0.1%). Hydro output increased most in China (+45 TWh), while strong monsoon rainfall improved output in India (+21 TWh). This was balanced out by large declines in Brazil (-25 TWh), Türkiye (-17 TWh) and in the EU (-43 TWh), where alpine regions of Italy, France and Switzerland were particularly affected by lower precipitation following good hydro conditions in 2024. Electricity demand grew in line with the recent",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,14,2024,global,,total_electricity_demand_twh,43.0,TWh,low,"h (+0.1%). Hydro output increased most in China (+45 TWh), while strong monsoon rainfall improved output in India (+21 TWh). This was balanced out by large declines in Brazil (-25 TWh), Türkiye (-17 TWh) and in the EU (-43 TWh), where alpine regions of Italy, France and Switzerland were particularly affected by lower precipitation following good hydro conditions in 2024. Electricity demand grew in line with the recent average Global electrici",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,14,2025,global,,total_electricity_demand_twh,849.0,TWh,low,"ance and Switzerland were particularly affected by lower precipitation following good hydro conditions in 2024. Electricity demand grew in line with the recent average Global electricity demand grew by a moderate 2.8% (+849 TWh) in 2025, significantly below the 4.3% growth in 2024, but broadly in line with the ten-year average annual increase of 2.7% (2015 to 2024). The increase in 2025 still represents the sixth-largest absolute annual rise e",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,14,2025,global,,electricity_generation_twh,636.0,TWh,high,as rising data centre demand are driving higher electricity needs (see more analysis on factors affecting demand growth in 2025 in Chapter 3). 1.2 Record solar power growth in 2025 The record increase in solar power of 636 TWh was 33% higher than the previous record set in 2024 (+479 TWh) and four times larger than the increase five years ago in 2020 (+155 TWh). Solar generation growth in 2025 represents the largest annual increase of any ind,Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,14,2024,global,,electricity_generation_twh,479.0,TWh,high,"eeds (see more analysis on factors affecting demand growth in 2025 in Chapter 3). 1.2 Record solar power growth in 2025 The record increase in solar power of 636 TWh was 33% higher than the previous record set in 2024 (+479 TWh) and four times larger than the increase five years ago in 2020 (+155 TWh). Solar generation growth in 2025 represents the largest annual increase of any individual electricity source on record, with the exception of th",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,14,2020,global,,electricity_generation_twh,155.0,TWh,high,"ter 3). 1.2 Record solar power growth in 2025 The record increase in solar power of 636 TWh was 33% higher than the previous record set in 2024 (+479 TWh) and four times larger than the increase five years ago in 2020 (+155 TWh). Solar generation growth in 2025 represents the largest annual increase of any individual electricity source on record, with the exception of the rebound in coal generation (+719 TWh) after the Covid-19 pandemic in 202",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,14,2021,global,,electricity_generation_twh,719.0,TWh,historical,"e increase five years ago in 2020 (+155 TWh). Solar generation growth in 2025 represents the largest annual increase of any individual electricity source on record, with the exception of the rebound in coal generation (+719 TWh) after the Covid-19 pandemic in 2021. 14",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,15,2021,asia_pacific,,electricity_generation_twh,500.0,TWh,historical,"any electricity source ever Unlike coal’s increase in 2021, solar additions reflect structural capacity expansion rather than fluctuations in demand. It was only the third time ever that a source increased by more than 500 TWh in generation in a single year. For the fourth year running, solar recorded the largest absolute growth of any electricity source. The continued growth in solar generation was supported by a new record for capacity addi",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,16,2015,global,,electricity_generation_twh,256.0,TWh,low,"e as the total electricity demand of the EU-27. Over the last ten years, solar grew at an average rate of 27% per year, with the annual growth rate never dropping below 21%. Ten years ago, in 2015, solar power generated 256 TWh globally. At the time, nuclear power was ten times larger than solar, and wind power was three times larger. Since then, global solar generation has grown more than tenfold, overtaking wind power for the first time ever",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,17,2022,global,,electricity_generation_twh,1333.0,TWh,historical,"ly than nuclear power. Both solar and wind are expected to overtake nuclear power in 2026. Half of the increase in solar generation in the last decade was achieved in just the last three years, with output doubling from 1,333 TWh in 2022. Over that period, solar’s increase in annual generation of 1,445 TWh met half of the global increase in electricity demand of 2,862 TWh. Solar has now been the fastest-growing source globally (in percentage ter",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,17,2022,global,,electricity_generation_twh,1445.0,TWh,historical,"wer in 2026. Half of the increase in solar generation in the last decade was achieved in just the last three years, with output doubling from 1,333 TWh in 2022. Over that period, solar’s increase in annual generation of 1,445 TWh met half of the global increase in electricity demand of 2,862 TWh. Solar has now been the fastest-growing source globally (in percentage terms) for 21 consecutive years. 1.3 Global fossil generation stagnates, driven b",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,17,2022,global,,electricity_generation_twh,2862.0,TWh,historical,"ecade was achieved in just the last three years, with output doubling from 1,333 TWh in 2022. Over that period, solar’s increase in annual generation of 1,445 TWh met half of the global increase in electricity demand of 2,862 TWh. Solar has now been the fastest-growing source globally (in percentage terms) for 21 consecutive years. 1.3 Global fossil generation stagnates, driven by falls in China and India 2025 marked the first year since the Cov",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,17,2025,global,,electricity_generation_twh,56.0,TWh,historical,"2015-2024) of 3.1%. Equally, changes in weather conditions had no significant influence on electricity demand growth at a global level. In a stark departure from historical trends, fossil generation fell in both China (-56 TWh, - 0.9%) and India (-52 TWh, -3.3%), driven by continued rapid clean power deployment and moderate demand growth. Combined, China and India made up 42% of global fossil generation in 2025. Their falls offset small incre",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,17,2025,global,,electricity_generation_twh,52.0,TWh,historical,"changes in weather conditions had no significant influence on electricity demand growth at a global level. In a stark departure from historical trends, fossil generation fell in both China (-56 TWh, - 0.9%) and India (-52 TWh, -3.3%), driven by continued rapid clean power deployment and moderate demand growth. Combined, China and India made up 42% of global fossil generation in 2025. Their falls offset small increases in the US, EU and other",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,17,2025,global,,electricity_generation_twh,38.0,TWh,historical,"growth. Combined, China and India made up 42% of global fossil generation in 2025. Their falls offset small increases in the US, EU and other economies, leading to a minor fall in fossil generation at a global level of 38 TWh (-0.2%). The net change in global fossil generation was the result of a combination of a fall in coal generation of 63 TWh (-0.6%) and other fossil generation (-12 TWh, -1.4%), mostly from oil, and a rise in gas generat",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,19,2025,,China,electricity_generation_twh,19.0,TWh,low,"neration falls for first time since 2015 as solar power booms China’s fossil generation fell for the first time since 2015, when an economic downturn led to the lowest electricity demand increase in China this century (+19 TWh, +0.3%). In contrast, the fall in 2025 occurred despite continued strong growth in electricity demand of 503 TWh (+5.0%), as clean generation grew by 561 TWh (+15%). Solar and wind were the largest contributors. Solar g",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,19,2025,,China,electricity_generation_twh,503.0,TWh,low,"since 2015, when an economic downturn led to the lowest electricity demand increase in China this century (+19 TWh, +0.3%). In contrast, the fall in 2025 occurred despite continued strong growth in electricity demand of 503 TWh (+5.0%), as clean generation grew by 561 TWh (+15%). Solar and wind were the largest contributors. Solar grew by 336 TWh, an astonishing 40% rise compared to 2024 output, while wind increased by 138 TWh (+14%). Solar al",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,19,2025,,China,electricity_generation_twh,561.0,TWh,low,"the lowest electricity demand increase in China this century (+19 TWh, +0.3%). In contrast, the fall in 2025 occurred despite continued strong growth in electricity demand of 503 TWh (+5.0%), as clean generation grew by 561 TWh (+15%). Solar and wind were the largest contributors. Solar grew by 336 TWh, an astonishing 40% rise compared to 2024 output, while wind increased by 138 TWh (+14%). Solar alone met two-thirds of the increase in China’s",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,19,2024,,China,electricity_generation_twh,336.0,TWh,historical,"). In contrast, the fall in 2025 occurred despite continued strong growth in electricity demand of 503 TWh (+5.0%), as clean generation grew by 561 TWh (+15%). Solar and wind were the largest contributors. Solar grew by 336 TWh, an astonishing 40% rise compared to 2024 output, while wind increased by 138 TWh (+14%). Solar alone met two-thirds of the increase in China’s electricity demand in 2025. According to China’s National Energy Administra",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,19,2024,,China,electricity_generation_twh,138.0,TWh,historical,"ricity demand of 503 TWh (+5.0%), as clean generation grew by 561 TWh (+15%). Solar and wind were the largest contributors. Solar grew by 336 TWh, an astonishing 40% rise compared to 2024 output, while wind increased by 138 TWh (+14%). Solar alone met two-thirds of the increase in China’s electricity demand in 2025. According to China’s National Energy Administration, renewable power generation in 2025 exceeded the electricity demand of househ",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,20,2025,,India,electricity_generation_twh,52.0,TWh,historical,"ame level as in January 2024, the longest such streak in recent history. India’s fossil generation declines amid mild weather conditions and a renewable surge Fossil generation in India recorded an extraordinary fall of 52 TWh (-3.3%) in 2025. Renewable power generation from solar, wind, hydro and bioenergy saw a record increase of 98 TWh (+24%), 20",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,20,2025,,India,electricity_generation_twh,98.0,TWh,historical,"ild weather conditions and a renewable surge Fossil generation in India recorded an extraordinary fall of 52 TWh (-3.3%) in 2025. Renewable power generation from solar, wind, hydro and bioenergy saw a record increase of 98 TWh (+24%), 20",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,21,2025,global,,electricity_generation_twh,22.0,TWh,low,"individual records for year-on-year increases in 2025, rising by 53 TWh (+37%) and 22 TWh (+28%), respectively. Distributed solar, such as rooftop installations, is becoming increasingly important and added an estimated 22 TWh in 2025. The surge in clean power coincided with the third-lowest increase in electricity demand in the last decade at 49 TWh (+2.4%), leading to a stark departure from the prevailing trend of growing fossil generation",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,21,2025,,India,electricity_generation_twh,49.0,TWh,low,"lar, such as rooftop installations, is becoming increasingly important and added an estimated 22 TWh in 2025. The surge in clean power coincided with the third-lowest increase in electricity demand in the last decade at 49 TWh (+2.4%), leading to a stark departure from the prevailing trend of growing fossil generation in India. In each of the previous four years, demand had grown by more than 100 TWh. Mild weather conditions substantially red",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,21,2024,,India,electricity_generation_twh,100.0,TWh,historical,"in electricity demand in the last decade at 49 TWh (+2.4%), leading to a stark departure from the prevailing trend of growing fossil generation in India. In each of the previous four years, demand had grown by more than 100 TWh. Mild weather conditions substantially reduced the need for electricity for cooling and heating. Across the year, milder temperatures avoided an estimated 32 TWh of electricity demand compared to 2024, which had seen th",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,21,2024,global,,total_electricity_demand_twh,32.0,TWh,historical,"f the previous four years, demand had grown by more than 100 TWh. Mild weather conditions substantially reduced the need for electricity for cooling and heating. Across the year, milder temperatures avoided an estimated 32 TWh of electricity demand compared to 2024, which had seen the opposite effect, with demand growing above structural trends due to hotter weather. 21",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,22,2025,global,,electricity_generation_twh,10730.0,TWh,historical,"n history. Renewables have now overtaken coal power in every world region, except Asia. Coal power drops as renewables surpass a third of global electricity generation For the first time in 100 years, renewables (33.8%, 10,730 TWh) overtook coal power (33.0%, 10,476 TWh). Continued growth in solar and wind pushed the share of renewables above a third of global electricity generation. At the same time, coal power dropped by 63 TWh (-0.6%) in 2025,",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,22,2025,global,,electricity_generation_twh,10476.0,TWh,historical,"coal power in every world region, except Asia. Coal power drops as renewables surpass a third of global electricity generation For the first time in 100 years, renewables (33.8%, 10,730 TWh) overtook coal power (33.0%, 10,476 TWh). Continued growth in solar and wind pushed the share of renewables above a third of global electricity generation. At the same time, coal power dropped by 63 TWh (-0.6%) in 2025, marking the first fall since the Covid-",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,22,2025,global,,electricity_generation_twh,63.0,TWh,low,"bles (33.8%, 10,730 TWh) overtook coal power (33.0%, 10,476 TWh). Continued growth in solar and wind pushed the share of renewables above a third of global electricity generation. At the same time, coal power dropped by 63 TWh (-0.6%) in 2025, marking the first fall since the Covid-19 pandemic in 2020. Combined with steady overall electricity demand growth, this meant that the share of coal fell below a third of global generation for the firs",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,28,2010,global,,total_electricity_demand_twh,500.0,TWh,historical,"Two decades of a changing landscape In the late 2000s (2005-2009), fossil fuels still met nearly three-quarters (73%) of average annual electricity demand growth of just over 500 TWh per year, with hydro contributing 17% and wind 8%. By 2010-2014, solar had emerged for the first time at scale, but fossil fuels still dominated at 67% of demand growth. The turning point came after 2015. Between 2015 a",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,28,2025,global,,total_electricity_demand_twh,800.0,TWh,historical,"d growth. The turning point came after 2015. Between 2015 and 2019, fossil fuels met just 36% of the increase in demand. This fell further to 29% during 2020-2024, despite average annual demand growth increasing to over 800 TWh. In 2025, fossil fuel growth ceased entirely. Clean sources met all the growth in electricity demand, with solar alone providing three-quarters (75%) of the rise, a complete reversal of the fossil-dominated growth patte",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,29,2018,global,,electricity_generation_twh,1145.0,TWh,low,"ale. China’s fossil slowdown brings global fossil generation to a plateau Outside China, fossil generation has not increased in aggregate since 2018, down 0.6% in 2025 relative to 2018. Over the same period, China added 1,145 TWh of fossil generation, over four times larger than India’s increase (+250 TWh) and thirteen times larger than Indonesia’s (+88 TWh), the third-largest rise. The fall in China’s fossil generation in 2025 therefore removed",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,29,2018,global,,electricity_generation_twh,250.0,TWh,historical,"de China, fossil generation has not increased in aggregate since 2018, down 0.6% in 2025 relative to 2018. Over the same period, China added 1,145 TWh of fossil generation, over four times larger than India’s increase (+250 TWh) and thirteen times larger than Indonesia’s (+88 TWh), the third-largest rise. The fall in China’s fossil generation in 2025 therefore removed the world’s biggest driver of fossil growth, resulting in no net growth in g",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,29,2025,global,,electricity_generation_twh,88.0,TWh,historical,"gate since 2018, down 0.6% in 2025 relative to 2018. Over the same period, China added 1,145 TWh of fossil generation, over four times larger than India’s increase (+250 TWh) and thirteen times larger than Indonesia’s (+88 TWh), the third-largest rise. The fall in China’s fossil generation in 2025 therefore removed the world’s biggest driver of fossil growth, resulting in no net growth in global fossil generation. 29",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,31,2024,,China,electricity_generation_twh,2e-06,TWh,historical,"el, as its economy is more service-sector focused. To move from $5,000 to $10,000 GDP per capita, electricity demand per capita in India increased by about 0.5 MWh. In China, demand rose at three times that rate (around 1.5 MWh) during the same stage of development. As a result, India is positioned to peak its coal generation much earlier in its development curve, at less than a third of China’s recent peak recorded in 2024. Other fossil fuels",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,34,2025,,United States,electricity_generation_twh,513.0,TWh,historical,"emand by an average of 4.5% annually (2022-2025) while reducing fossil generation. China and the United States drove the largest and third-largest rises in demand over this period. In China, demand rose by an average of 513 TWh annually, with 76% of the increase met by clean sources. In the US, clean power supplied 88% of new demand. India, with the second-largest demand increase (101 TWh per year), met nearly half (48%) of that increase with",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,38,2025,global,,total_electricity_demand_twh,66.0,TWh,historical,"over 25% of the global car market and 39 countries now exceeding 10% EV market share. As a result, EVs are becoming a structural driver of electricity demand growth. In 2025, the expanding EV fleet contributed about 8% (66 TWh) of the 849 TWh rise in global electricity demand. In 2024, EV electricity demand had increased by 46 TWh.",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,38,2024,global,,total_electricity_demand_twh,849.0,TWh,historical,"global car market and 39 countries now exceeding 10% EV market share. As a result, EVs are becoming a structural driver of electricity demand growth. In 2025, the expanding EV fleet contributed about 8% (66 TWh) of the 849 TWh rise in global electricity demand. In 2024, EV electricity demand had increased by 46 TWh.",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,38,2024,global,,total_electricity_demand_twh,46.0,TWh,historical,"becoming a structural driver of electricity demand growth. In 2025, the expanding EV fleet contributed about 8% (66 TWh) of the 849 TWh rise in global electricity demand. In 2024, EV electricity demand had increased by 46 TWh.",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,45,2025,global,,electricity_generation_twh,636.0,TWh,historical,"nough new battery capacity in 2025 to shift 14% of new solar generation This is only the beginning, as battery additions are still catching up with the pace of solar growth. In 2025, global solar generation increased by 636 TWh, equivalent to around 1,700 GWh of additional solar output on the average day. The 247 GWh of battery capacity added globally in 2025 would be enough to shift around 14% of this new daily solar generation from daytime t",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,45,2025,global,,electricity_generation_twh,1.7,TWh,historical,"2025 to shift 14% of new solar generation This is only the beginning, as battery additions are still catching up with the pace of solar growth. In 2025, global solar generation increased by 636 TWh, equivalent to around 1,700 GWh of additional solar output on the average day. The 247 GWh of battery capacity added globally in 2025 would be enough to shift around 14% of this new daily solar generation from daytime to other hours, up from 13% in 20",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,45,2025,global,,electricity_generation_twh,0.247,TWh,historical,"ginning, as battery additions are still catching up with the pace of solar growth. In 2025, global solar generation increased by 636 TWh, equivalent to around 1,700 GWh of additional solar output on the average day. The 247 GWh of battery capacity added globally in 2025 would be enough to shift around 14% of this new daily solar generation from daytime to other hours, up from 13% in 2024 and just 5% in 2022. In practice, batteries are not used",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,46,2025,asia_pacific,,electricity_generation_twh,0.009,TWh,historical,"minates the generation mix. Markets like California, Australia and Chile are leading the way. Among these markets, Australia and Chile stand out for adding relatively small amounts of battery capacity in absolute terms, 9 GWh and 4 GWh respectively, but large enough relative to their solar growth to make a material difference. Chile added enough battery capacity in 2025 to theoretically shift 76% of the new solar generation it added in that",Extracted from text; review source page before publication.,low
global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,46,2025,asia_pacific,,electricity_generation_twh,0.004,TWh,historical,"e generation mix. Markets like California, Australia and Chile are leading the way. Among these markets, Australia and Chile stand out for adding relatively small amounts of battery capacity in absolute terms, 9 GWh and 4 GWh respectively, but large enough relative to their solar growth to make a material difference. Chile added enough battery capacity in 2025 to theoretically shift 76% of the new solar generation it added in that year, whil",Extracted from text; review source page before publication.,low
